Demand,Entities In Part 1,Part 1 VA Time,Drilling Queue Time,Part 1 Storage Time,Part 1 Stored,Entities In Part 2,Part 2 VA Time,Milling Queue Time,Part 2 Storage Time,Part 2 Stored,Entities Out,Assembly Time,Assembly Queue Time,Drilling Utilization,Milling Utilization,Assembly Utilization
11,7997,2.995704,0.437458,6.061244,35,8052,2.995079,0.159412,19.493612,90,7962,2.997552,1.60237,0.554127,0.418393,0.829596
16,11584,2.997613,2.631713,110.439874,2007,12016,3.004388,0.665184,115.098331,2439,9577,2.995985,2.906924,0.800047,0.625982,0.997428
13,9126,3.001227,0.799498,6.295164,75,9542,2.995007,0.161497,40.398977,491,9051,2.998592,2.426036,0.631835,0.493547,0.943316
5,3865,3.00537,0,62.258425,257,3620,2.996554,0,0.054088,12,3608,2.991127,0.032436,0.268657,0.188145,0.375002
3,5896,3.00129,0.088711,88.129753,560,5344,2.9961,0.00666,0.414713,8,5336,2.994357,0.357047,0.409635,0.277972,0.555058
19,13148,2.995544,9.801798,211.708568,3590,14326,3.000182,1.599725,234.970459,4768,9558,2.998418,2.9182,0.911715,0.745251,0.996105
1,3048,3.003376,0.000878,8.606606,49,3004,3.013433,0,37.187975,5,2999,3.010309,0.0175,0.211913,0.157087,0.313592
12,2127,2.984983,0,8.445058,72,2055,3.003407,0,5.862744,0,2055,3.001838,0,0.146969,0.107153,0.214194
19,13604,2.990494,15.355973,210.667442,4121,13433,2.998745,1.480943,176.597344,3950,9483,3.010158,2.912708,0.940223,0.699231,0.992393
13,13212,3.002448,6.421684,191.204095,3694,12528,2.994373,0.765056,178.111544,3010,9518,3.002257,2.9028,0.910606,0.649705,0.993518
12,7070,2.992019,0.27066,3.53337,7,7410,2.990435,0.062493,25.307302,347,7063,3.001061,1.122615,0.489666,0.384695,0.736601
9,6894,2.996711,0.19492,85.610017,799,6138,2.994593,0.020642,0.357535,43,6095,3.000864,0.598252,0.478246,0.318349,0.635764
16,11312,2.998881,3.129974,136.159446,1831,10848,3.001825,0.464611,53.443064,1367,9481,3.005259,2.904828,0.785008,0.565325,0.99051
19,1642,2.985251,0,119.665566,231,1426,3.008713,0,0.446462,15,1411,2.997537,0,0.113469,0.074347,0.147269
16,10928,3.004081,1.695391,110.526153,1429,11696,2.999902,0.627121,104.637278,2197,9499,3.001537,2.898214,0.759921,0.60686,0.991118
4,2112,3.009734,0,0.015462,7,2223,2.982475,0,49.261518,118,2105,3.000506,0,0.147154,0.114862,0.219717
6,5552,3.001343,0.079093,32.064668,32,5624,3.007226,0.004623,5.672113,104,5520,3.005736,0.393966,0.385522,0.293546,0.577339
10,7160,2.992752,0.206356,2.658823,37,7230,2.992125,0.064607,15.224231,107,7123,3.005361,0.847676,0.494889,0.374936,0.744448
5,7590,2.997937,0.305233,17.15145,409,7210,3.002688,0.052152,16.666402,29,7181,3.006132,1.208285,0.526771,0.375177,0.750134
6,4260,3.001855,0.004253,13.969815,10,4296,3.000496,0.000005,8.254475,46,4250,3.007183,0.066225,0.296016,0.223619,0.444431
7,12186,2.996944,5.956067,112.143039,2596,12762,2.996262,1.097946,176.811317,3172,9590,2.988226,2.914533,0.842265,0.663637,0.995917
18,13284,3.002913,7.248052,197.601877,3754,13122,3.004577,1.089987,177.281853,3592,9530,2.996383,2.917284,0.921177,0.683118,0.992453
8,5600,2.99761,0.070672,1.623774,8,6072,3.002289,0.006667,24.620361,480,5592,2.995229,0.343159,0.388579,0.316491,0.582005
4,1444,2.999383,0,23.911751,70,1382,2.984121,0,3.130048,8,1374,2.989538,0,0.100123,0.071596,0.142998
10,7110,3.001576,0.222853,7.219191,64,7280,2.998671,0.065143,18.890575,234,7046,2.998724,1.1137,0.493466,0.378525,0.735059
4,1466,3.004532,0,0.105348,2,1476,2.996532,0,41.669267,12,1464,3.009953,0,0.101869,0.076734,0.153006
6,4386,2.989538,0.011393,0.750011,76,4332,3.008397,0.000351,18.48454,22,4310,2.996757,0.067022,0.303249,0.226174,0.449749
2,1576,3.005777,0,73.043404,132,1444,3.01,0,0.003139,0,1444,2.994341,0,0.109666,0.075459,0.150133
5,6507,2.998649,0.151179,39.103491,252,6273,2.998445,0.016022,1.37703,18,6255,3.007684,0.762703,0.451517,0.326557,0.653541
14,768,2.978167,0,72.701057,75,694,2.969009,0,0.278916,1,693,2.975917,0,0.052945,0.035746,0.071608
13,1498,3.011897,0,54.823934,90,1416,2.997209,0,0.086205,8,1408,2.985384,0,0.10444,0.073681,0.146298
11,7733,2.993834,0.515946,20.926561,324,7469,3.007259,0.092708,2.32314,60,7409,3.000111,1.4239,0.534939,0.389241,0.772841
11,1428,2.992294,0,44.58953,20,1414,2.991497,0,0.20731,6,1408,2.995764,0,0.098443,0.073388,0.146683
12,4606,2.996012,0.025378,0.10681,0,5040,2.991499,0.005234,57.040643,434,4606,3.007791,0.158061,0.319436,0.261372,0.481038
12,6651,3.007011,0.154218,9.877754,5,6840,3.002195,0.033837,5.444496,194,6646,2.996896,0.636906,0.462954,0.356002,0.69208
11,7722,3.003558,0.346149,7.474951,198,7601,2.995729,0.108708,16.851563,77,7524,2.998491,1.252773,0.536248,0.394252,0.784274
12,2241,3.006539,0,6.238017,4,2268,2.993789,0,5.552381,31,2237,2.997012,0.001173,0.155893,0.11788,0.232901
17,11815,2.995798,3.045169,122.960144,2263,12155,2.993547,0.691938,176.46158,2603,9552,2.9972,2.914415,0.819212,0.630951,0.995065
2,2744,2.999473,0,29.842264,20,2820,3.000003,0,3.263176,96,2724,3.000519,0.004387,0.190399,0.146871,0.284644
3,13120,3.001997,11.507851,190.128842,3580,14920,3.001725,1.792135,252.097791,5380,9540,2.998041,2.924859,0.911475,0.77753,0.994572
9,6777,2.987347,0.172115,38.367868,179,6651,2.994028,0.033094,0.541893,53,6598,2.999349,0.851628,0.468354,0.345103,0.688211
11,7832,3.000656,0.454396,14.627421,132,7766,3.005672,0.106932,9.577852,66,7700,2.992607,1.322949,0.544065,0.403007,0.800465
5,5808,2.997992,0.093215,1.260053,48,6056,2.994361,0.012988,37.927427,296,5760,3.000969,0.390556,0.402573,0.31444,0.601226
4,2724,3.008684,0,1.268605,4,2788,3.002002,0,21.798083,68,2720,2.999338,0.005438,0.189714,0.145308,0.283415
18,12564,3.000009,6.052936,176.399786,3007,14580,3.000112,2.007301,250.674936,5023,9557,2.998494,2.913714,0.871573,0.757799,0.995823
4,5026,2.992072,0.012577,40.015129,375,4669,3.000481,0.001094,0.488956,18,4651,2.985186,0.132703,0.347118,0.242975,0.482743
14,3665,2.99651,0.00469,62.224758,205,3480,3.000756,0,0.059954,20,3460,2.997604,0.041506,0.254218,0.180898,0.360541
13,9256,3.000177,0.852065,11.081858,130,10088,3.001452,0.328309,99.835639,962,9126,3.000091,2.544108,0.64217,0.523357,0.95164
18,12726,2.99687,4.569732,167.514968,3184,14022,3.003363,1.73911,200.669697,4480,9542,2.998672,2.874374,0.882828,0.724785,0.994961
9,11408,3.005185,2.031298,112.51411,1870,12080,2.997373,0.64834,145.848985,2542,9538,2.998175,2.905263,0.792628,0.627048,0.99409
16,11632,2.990277,2.465663,123.983139,2079,11408,2.996907,0.562646,112.565787,1855,9553,2.996701,2.898658,0.803822,0.593009,0.995263
18,12393,3.003251,5.406554,164.458038,2862,12614,2.99558,0.914472,178.631711,3083,9531,2.998944,2.863141,0.858648,0.654418,0.993601
13,4326,3.008669,0.021257,0.691991,84,4266,2.99759,0.000938,28.442871,24,4242,3.003991,0.124546,0.300597,0.221615,0.443367
16,2253,3.001197,0,34.15025,134,2127,3.00483,0,4.401457,8,2119,3.005713,0.001371,0.15632,0.11096,0.221627
18,12942,2.99844,5.595135,194.512004,3378,12816,3.005304,0.921545,176.597657,3252,9564,2.996428,2.899283,0.892327,0.667651,0.996096
9,6291,2.997096,0.179531,0.307114,23,6687,3.001509,0.054308,73.060875,419,6268,2.986672,0.647141,0.435808,0.348456,0.650496
8,6444,3.00647,0.194106,3.072699,27,7110,2.995154,0.056626,28.591245,693,6417,2.990342,0.621597,0.447793,0.369451,0.666344
1,9240,3.002875,0.803288,13.466587,132,10388,3.008597,0.392616,111.671051,1280,9108,2.998387,2.603846,0.640765,0.541668,0.949181
6,4410,2.995605,0.017519,20.577664,135,4296,3.001339,0,9.089719,21,4275,3.000688,0.077893,0.305572,0.223628,0.446124
3,2106,2.990313,0,15.656204,39,2076,2.992967,0,7.437656,9,2067,3.008121,0,0.145661,0.107892,0.216092
20,15080,2.999978,40.876902,233.34695,5536,14000,2.997944,1.810179,224.345043,4456,9544,3.003097,2.917198,0.995861,0.728683,0.996412
8,3555,2.990757,0,6.073326,15,3685,2.99691,0,8.115753,145,3540,3.012198,0.010795,0.245932,0.191546,0.370895
19,13718,3.00894,9.001098,170.872196,4203,14288,3.00367,1.504765,217.091413,4773,9515,2.994559,2.903128,0.935788,0.744117,0.990319
5,10696,3.005886,2.00195,77.211517,1233,9828,3.000245,0.279411,33.370286,365,9463,3.002632,2.850376,0.74352,0.510774,0.987906
11,2166,3.005712,0,18.68175,21,2154,3.004451,0,4.991174,9,2145,2.991047,0,0.150362,0.112354,0.223135
9,12682,2.995937,4.649006,185.808241,3132,12733,2.996746,0.71162,173.596935,3183,9550,2.998078,2.919115,0.877039,0.660991,0.99529
20,14800,2.998884,19.862375,236.240104,5272,15280,2.998097,2.515879,255.998346,5752,9528,3.001636,2.927088,0.985417,0.792939,0.994059
17,12104,3.004749,4.592453,148.772108,2584,13158,3.00011,1.363964,197.165262,3638,9520,3.004839,2.915513,0.841886,0.684956,0.994293
10,6950,3.002528,0.417452,7.908211,84,7470,2.993128,0.057584,48.799094,604,6866,2.999311,0.978132,0.480262,0.387339,0.715899
9,6165,3.008394,0.160821,1.656315,0,6273,2.992405,0.031255,43.6581,108,6165,3.005172,0.570461,0.429323,0.325892,0.643295
15,10560,3.000261,1.968454,45.572891,1035,10845,2.998606,0.369008,90.501708,1320,9525,3.000995,2.895043,0.729934,0.563652,0.993692
17,9971,2.999368,0.929087,42.146287,501,9919,3.00258,0.26497,42.295918,449,9470,2.997491,2.861522,0.69071,0.516996,0.986699
12,5264,3.004646,0.020388,104.385774,409,4858,3.002707,0.004723,0.138989,3,4855,2.997386,0.192157,0.365749,0.253249,0.505619
9,9730,3.001041,1.114642,18.335655,316,10528,2.996883,0.287581,77.08795,1114,9414,2.994794,2.772908,0.674923,0.546722,0.979751
12,8928,2.996105,0.643825,63.101245,854,8124,2.999988,0.108215,2.70655,50,8074,3.001964,1.816891,0.618639,0.422767,0.842635
16,4212,2.995364,0.008096,3.739862,6,4434,2.995734,0.000454,12.804159,228,4206,3.005271,0.087221,0.292048,0.230574,0.439281
12,15333,2.997657,67.370455,238.888416,5785,13965,2.999256,1.79768,227.288152,4417,9548,3.006749,2.938343,0.999918,0.721725,0.99775
19,13091,3.002113,7.452652,201.306993,3578,14820,3.002179,2.296312,248.492601,5307,9513,3.008199,2.930134,0.905936,0.770968,0.995103
6,4374,3.007816,0.005576,11.838306,231,4164,3.005752,0.000072,6.525031,21,4143,3.012816,0.05846,0.304154,0.216831,0.433928
3,2139,3.001649,0,34.375878,70,2079,2.998617,0,0.129467,10,2069,2.999966,0,0.148513,0.108161,0.215889
2,14440,3.004087,21.697754,221.334952,4866,13946,2.999604,1.932905,236.816277,4372,9574,2.998521,2.932805,0.986061,0.726258,0.997833
1,6462,3.003612,0.157827,7.222961,33,6966,2.991874,0.034347,18.195821,537,6429,2.999994,0.583108,0.448745,0.361373,0.670822
10,7975,2.996757,0.368086,27.137241,702,7370,2.999328,0.131781,3.983538,97,7273,3.000445,1.265255,0.55244,0.383703,0.758685
10,2190,2.999725,0,11.834183,26,2175,2.999131,0,7.580621,11,2164,3.00774,0,0.151933,0.113259,0.226596
16,11632,3.006267,3.576329,142.643571,2067,11504,2.99812,0.622559,167.303699,1939,9565,3.000636,2.936175,0.809038,0.598791,0.997687
2,1474,2.983976,0,10.914267,12,1502,2.987897,0,25.793648,40,1462,2.991017,0,0.101669,0.07768,0.152058
4,2860,3.000642,0,4.445329,0,2912,2.994813,0,16.699964,52,2860,3.003621,0.003103,0.198654,0.151116,0.298276
14,2816,3.006167,0,0.1031,10,3076,2.999378,0,87.967254,270,2806,2.999385,0.001065,0.195847,0.159924,0.292421
13,10880,2.996075,2.390828,83.773538,1358,11248,2.999506,0.534052,91.225378,1726,9522,3.006581,2.873039,0.751776,0.585205,0.994958
12,9321,3.000014,1.038139,10.446876,206,9568,3.002664,0.232354,34.949943,453,9115,3.004098,2.587742,0.646667,0.498098,0.951883
8,6104,2.993272,0.070098,64.651453,557,5576,3.001384,0.005654,0.247934,29,5547,2.998977,0.355093,0.422938,0.290295,0.578747
14,9744,2.994477,1.02171,27.408493,319,10752,3.003893,0.357116,78.728422,1327,9425,2.997236,2.762801,0.672971,0.560674,0.982072
14,10136,3.002614,1.434962,47.900162,614,10486,2.999526,0.5038,79.885746,964,9522,3.002426,2.894298,0.703754,0.545631,0.993523
10,5648,3.00324,0.063979,0.290072,45,6144,2.998253,0.00646,57.248181,541,5603,2.996848,0.449291,0.392062,0.31876,0.584485
8,7992,3.000356,0.384706,6.230805,56,8472,2.998669,0.149223,29.328924,536,7936,2.997982,1.460073,0.554283,0.441054,0.827054
5,3690,3.014698,0.000411,68.366666,250,3450,2.993499,0,0.135484,10,3440,3.010941,0.04324,0.257505,0.179149,0.36002
14,696,3.007444,0,0.123643,2,763,2.97601,0,120.895408,69,694,2.994152,0,0.048388,0.039373,0.072226
20,14940,2.9976,43.262158,239.910373,5397,13880,3.001933,1.508449,204.491049,4337,9543,2.995372,2.905862,0.999368,0.722166,0.99349
7,13200,2.9994,7.298833,197.881297,3623,14920,3.001597,1.886001,241.500944,5343,9577,2.996638,2.927482,0.897527,0.777497,0.997653
15,12376,2.99615,3.917451,172.597732,2835,12784,2.994308,1.32467,151.357214,3243,9541,3.00702,2.938209,0.850387,0.664585,0.997069
4,2920,2.998464,0,39.244069,243,2688,3.008096,0,3.041641,11,2677,2.993446,0.002059,0.202402,0.140121,0.278438
1,707,3.004615,0,9.299843,2,720,3.027394,0,12.211605,15,705,3.013502,0,0.04916,0.037784,0.073771
6,4374,3.001097,0.025899,65.898441,331,4050,3.002848,0.001092,0.309665,7,4043,2.999898,0.075986,0.303861,0.211034,0.421234
14,10290,3.000353,1.493379,86.202958,816,9730,3.003325,0.301865,23.381442,256,9474,2.995674,2.83569,0.71431,0.507003,0.986224
12,4440,3.006557,0.007561,3.671123,42,4422,2.997635,0,12.37112,24,4398,3.001642,0.09873,0.30865,0.229506,0.458424
15,4963,2.997492,0.032713,10.13561,147,4816,2.995982,0.000278,15.771588,0,4816,2.998928,0.177139,0.344365,0.250497,0.501487
14,10122,3.005606,1.58473,47.651921,679,9884,3.001629,0.296683,53.018051,441,9443,2.997216,2.784937,0.703515,0.514975,0.983821
1,710,3.001663,0,17.466469,15,697,2.995963,0,3.257309,2,695,2.995889,0,0.049217,0.036239,0.072372
17,6970,3.008475,0.201361,10.662324,307,6680,3.001743,0.027682,28.27202,17,6663,2.991408,0.749068,0.48446,0.347619,0.692704
1,752,3.019372,0,44.685871,45,710,3.012587,0,4.470891,3,707,2.998847,0,0.052508,0.037086,0.073618
14,4230,3.006307,0.008403,32.6007,130,4122,3.012096,0,4.672819,22,4100,3.00196,0.079277,0.294378,0.215115,0.428137
19,13338,2.9952,7.553302,198.37743,3759,13566,2.998332,2.015924,246.30628,3987,9579,2.993465,2.914772,0.922758,0.705643,0.996631
18,12618,3.002242,5.402902,156.371642,3074,12312,2.997322,0.928906,154.747141,2768,9544,3.003717,2.914892,0.868814,0.639337,0.996319
12,10262,3.003238,1.168497,95.93189,1108,9870,2.998112,0.271513,58.853229,716,9154,3.00968,2.741708,0.713408,0.512837,0.957667
12,8184,2.997124,0.580856,6.509305,28,8616,2.999643,0.196775,24.42833,460,8156,3.00583,1.897883,0.567797,0.4469,0.852467
4,1442,3.009399,0,58.556218,146,1302,3.012612,0,2.284923,6,1296,2.984893,0,0.100335,0.068004,0.134558
12,8280,3.001101,0.594887,2.378385,77,8880,3.003215,0.174299,44.323029,677,8203,2.996432,1.925576,0.573452,0.462996,0.854464
4,2916,3.010232,0,0.662298,9,2932,3.010993,0,33.468888,25,2907,3.001331,0.005395,0.203191,0.153116,0.303205
4,2196,3.005393,0,23.09779,45,2160,3.006271,0,0.708331,9,2151,3.009905,0.000086,0.152406,0.112629,0.225125
8,10635,3.002023,1.339431,52.924699,1109,10560,2.999373,0.426301,73.999763,1034,9526,2.999229,2.887499,0.736213,0.547205,0.993368
6,4380,2.998773,0.017206,3.219008,33,4374,3.001574,0.00029,7.707636,27,4347,2.992111,0.104732,0.304042,0.227443,0.452379
15,11310,3.004934,1.987914,131.609004,1808,10680,3.000467,0.490312,75.66538,1178,9502,3.000192,2.903799,0.783293,0.554487,0.990928
5,3625,3.002962,0.008459,33.043337,107,3525,2.986205,0,0.888278,7,3518,2.999369,0.034495,0.251822,0.182715,0.366551
5,3720,3.004599,0.003056,42.348005,238,3500,2.997238,0,0.079914,18,3482,2.985387,0.028602,0.258729,0.182008,0.361671
18,13224,2.997234,7.401742,160.036028,3676,13851,2.997125,1.424681,177.359973,4303,9548,3.002968,2.926293,0.904845,0.719535,0.996471
18,13518,2.994913,6.992742,192.735803,3957,13050,3.000509,1.884319,201.972539,3489,9561,2.995015,2.921164,0.925569,0.679803,0.995266
14,10575,2.997289,1.535757,79.340635,981,11280,2.99642,0.466995,121.350489,1686,9594,2.992097,2.925831,0.73059,0.586481,0.997628
12,8736,3.006459,0.685917,14.934231,146,8616,3.002116,0.185012,4.887072,26,8590,3.003626,2.086768,0.607486,0.448678,0.896867
17,13984,2.998897,18.807313,180.713223,4419,13737,2.998198,1.464897,237.15201,4172,9565,2.999859,2.926935,0.938115,0.713988,0.997336
12,8184,3.003579,0.548781,5.193941,58,8244,3.01111,0.131912,18.124994,118,8126,2.996592,1.880555,0.568419,0.430498,0.84657
13,2091,2.993232,0,1.422373,36,2061,3.017677,0,60.620778,6,2055,3.005262,0,0.144881,0.10797,0.214626
14,10248,3.002811,1.241533,60.939968,760,10598,2.998657,0.370691,84.943948,1110,9488,3.003558,2.917519,0.711145,0.550612,0.990838
13,9841,3.007114,1.418636,74.812191,866,9022,2.994431,0.23381,8.082007,47,8975,2.999212,2.393919,0.684092,0.468184,0.935294
7,14320,3.000458,34.050839,187.832231,4731,15820,3.00048,3.12067,270.498823,6231,9589,2.992962,2.921803,0.955499,0.823238,0.997644
10,7300,2.998832,0.288288,5.855532,60,7580,3.002401,0.069385,25.116871,340,7240,3.003467,1.211783,0.504517,0.395108,0.755322
6,12580,2.993553,5.583358,179.868642,3041,11305,3.001287,0.715091,79.288081,1766,9539,2.998282,2.865468,0.860399,0.588409,0.99409
4,2692,3.011259,0,0.675077,4,2948,2.993471,0,36.156238,260,2688,2.987915,0.002607,0.187646,0.153091,0.278974
12,3525,2.994501,0.002841,26.465999,160,3380,2.984914,0,1.475779,15,3365,3.006379,0.036524,0.244329,0.174871,0.351283
20,13230,2.998765,5.243424,208.873841,3727,12708,3.001553,0.857225,162.700234,3205,9503,3.001994,2.901915,0.916284,0.659925,0.99146
3,13832,3.00229,18.040653,222.581114,4311,12958,2.993657,0.987444,208.61997,3437,9521,3.00321,2.9106,0.952434,0.672772,0.993965
16,6970,3.009119,0.267683,1.287343,51,7110,3.000735,0.047125,23.396089,191,6919,2.997545,0.892896,0.484845,0.369887,0.721263
15,10935,3.003634,1.861697,87.293263,1537,10575,3.005147,0.553387,87.703916,1177,9398,3.000226,2.74963,0.757327,0.551273,0.980361
4,2812,3.013819,0,0.142577,15,2932,2.992963,0,26.167117,135,2797,3.011384,0.006712,0.196123,0.152167,0.292876
15,11070,3.00404,1.631163,81.168465,1590,10635,2.999631,0.464373,56.253213,1155,9480,3.003872,2.834073,0.768481,0.553446,0.98976
16,8412,2.995873,0.6056,3.243484,146,8964,3.003095,0.161487,97.084873,698,8266,3.004582,1.864816,0.580004,0.466531,0.863451
4,2828,3.00667,0,1.982014,8,3000,3.007378,0,50.145195,180,2820,2.99638,0.001914,0.196635,0.156418,0.293469
15,10410,2.995164,1.536796,61.983287,1033,10365,3.003171,0.34732,83.108358,988,9377,2.993936,2.782118,0.721222,0.539794,0.975888
16,9555,3.004176,0.95297,11.839472,200,9646,2.998693,0.257639,61.136237,291,9355,3.001187,2.733493,0.660627,0.501597,0.976088
5,1442,2.990317,0,1.384551,28,1426,2.996918,0,19.018486,12,1414,2.995284,0,0.099694,0.074127,0.147567
6,3640,3.001457,0.001704,3.98038,30,3630,2.994157,0,6.001264,20,3610,3.005145,0.017163,0.252901,0.188693,0.377439
15,9737,2.998095,1.073585,62.174198,626,9373,2.996886,0.239294,14.688409,262,9111,2.998372,2.534898,0.673651,0.486255,0.949631
14,10122,2.997236,1.177137,31.756504,597,10766,2.998046,0.441509,77.209944,1241,9525,2.992797,2.843357,0.702269,0.560364,0.990969
5,3640,2.988263,0.001625,58.164674,221,3455,2.997449,0,0.068771,36,3419,2.995792,0.019456,0.251789,0.179381,0.356687
2,2744,3.000368,0,0.765365,21,2956,3.000699,0,29.505287,233,2723,2.995742,0.000224,0.190044,0.153661,0.283681
18,5103,2.995461,0.034256,2.828169,8,5124,2.993077,0.000181,32.759834,29,5095,3.007144,0.283144,0.353781,0.266259,0.532113
12,4350,3.00868,0.010925,13.367696,174,4200,3.00162,0.000322,1.752503,24,4176,3.006632,0.042658,0.302323,0.2188,0.436783
9,6606,2.996835,0.139897,23.106841,127,6525,2.997015,0.028774,2.69806,46,6479,2.9995,0.830049,0.457669,0.339079,0.676028
5,8556,3.007019,0.667943,44.724376,408,8280,3.001354,0.117265,2.644301,132,8148,2.996441,1.736464,0.595557,0.430797,0.848892
12,9276,3.002009,0.758692,42.554727,756,8568,2.991143,0.135593,5.39247,48,8520,3.000878,2.078334,0.644598,0.444572,0.888704
3,2097,3.015256,0,11.665117,24,2190,3.011905,0,30.340607,117,2073,3.016881,0,0.146366,0.114369,0.218319
8,5792,2.992933,0.063287,6.366606,29,5904,3.00291,0.00856,26.862416,141,5763,3.011087,0.424747,0.400757,0.307765,0.603479
14,10164,3.003494,1.552953,58.95508,672,10038,2.996529,0.309643,52.99263,546,9492,3.00048,2.854705,0.701322,0.521959,0.989794
4,2792,3.005796,0,15.266786,20,2800,2.999711,0,6.673148,28,2772,3.003108,0.004079,0.193587,0.145667,0.289391
19,12960,3.003427,7.849757,172.294647,3453,12906,2.995544,1.46818,187.666712,3399,9507,3.002752,2.88908,0.892259,0.669922,0.992177
13,10127,2.993534,1.354677,42.841403,743,9438,3.000665,0.220089,11.954368,54,9384,3.00411,2.718522,0.701748,0.491087,0.979723
16,1470,3.005955,0,8.740188,13,1484,2.994138,0,14.633758,27,1457,2.982628,0,0.102123,0.077108,0.151258
19,3590,3.005161,0.001372,18.83204,10,3630,3.006584,0.00023,6.731364,50,3580,2.995295,0.048767,0.249097,0.189329,0.372332
10,12104,2.995079,2.771318,136.784514,2522,12121,3.001458,0.71628,149.580579,2539,9582,2.995038,2.922461,0.834154,0.628914,0.997471
19,13718,2.998494,12.041004,194.448488,4177,13471,2.997147,1.250608,228.262349,3930,9541,3.001082,2.911342,0.945176,0.698907,0.995422
5,3380,3.00346,0.000582,0.738777,10,3665,2.998072,0,86.233418,295,3370,3.003978,0.021088,0.234992,0.19059,0.351815
18,2136,3.001017,0,25.558291,12,2133,3.005947,0,2.054237,9,2124,3.006226,0.000024,0.147936,0.111301,0.221889
2,2816,2.996033,0,15.117068,112,2720,3.006443,0,7.064205,16,2704,3.013219,0.005564,0.195295,0.141659,0.283194
18,12852,3.00159,4.616416,191.268771,3358,13141,2.999166,1.218024,171.007386,3647,9494,3.000816,2.900341,0.88407,0.683531,0.990341
15,4530,3.005515,0.014618,17.091694,136,4428,2.998458,0.001031,1.661161,34,4394,2.997713,0.138279,0.314364,0.229775,0.457856
19,8008,3.003352,0.425698,1.72408,74,8162,2.996126,0.086036,77.127901,228,7934,3.00259,1.51194,0.556237,0.424485,0.828254
14,10192,3.002865,1.453501,57.574434,762,10234,2.998096,0.333176,40.115052,804,9430,3.000774,2.790095,0.707387,0.531571,0.983863
3,2250,3.018877,0,35.560112,207,2049,2.998901,0,6.244229,6,2043,2.999134,0,0.157233,0.106666,0.212761
8,5424,2.998714,0.113043,0.252575,18,5680,2.994726,0.00373,57.213783,274,5406,2.999365,0.459443,0.376296,0.294896,0.563421
14,9884,2.998912,1.373504,35.826215,434,9926,3.0072,0.299793,45.348971,476,9450,3.001416,2.776646,0.686007,0.517597,0.98603
18,13338,2.996146,6.988136,190.671415,3774,12132,2.992511,0.821638,123.516678,2568,9564,3.000229,2.921089,0.917044,0.629917,0.997527
17,11985,3.003293,2.882599,159.394236,2464,12495,2.998821,0.652791,140.731434,2974,9521,2.998783,2.896011,0.830704,0.649707,0.992471
17,2349,2.999082,0,25.118053,77,2283,3.000117,0,2.657625,11,2272,3.007269,0.00012,0.162996,0.118887,0.237775
9,6327,3.007941,0.181088,6.162593,57,6345,2.998012,0.009036,5.191478,75,6270,3.007695,0.545197,0.439609,0.32989,0.655829
14,12070,2.999781,3.369217,122.050758,2561,12104,2.994609,0.945863,166.576671,2595,9509,3.000287,2.883529,0.838133,0.62779,0.991634
2,1432,2.990775,0,2.073997,7,1506,2.997947,0,17.049523,81,1425,3.002788,0,0.099047,0.078318,0.148835
8,13536,2.996239,7.5481,208.478954,4001,12798,3.000876,1.106388,174.554717,3263,9535,3.006804,2.93229,0.93298,0.663586,0.996533
12,7480,3.003774,0.280924,1.196325,50,7700,3.001244,0.094377,24.237962,270,7430,3.00135,1.176035,0.519492,0.400662,0.775142
16,6885,3.002502,0.184757,8.308478,271,6642,2.998029,0.037636,12.441268,28,6614,3.003218,0.702483,0.477335,0.34571,0.690559
4,2780,2.99484,0.00005,0.032275,0,3104,3.006697,0,99.609877,324,2780,3.011239,0.00789,0.192723,0.162028,0.290668
10,6760,3.002725,0.224626,0.491616,39,7370,3.001943,0.08695,70.28092,649,6721,3.000045,0.936832,0.468618,0.383468,0.700769
19,14402,3.00101,16.723223,190.049162,4848,13281,3.000042,0.967852,189.395396,3727,9554,3.002034,2.915564,0.954514,0.691711,0.996731
3,13737,2.998827,11.700449,211.788297,4160,14573,2.998344,1.729184,248.306928,4996,9577,2.997397,2.915011,0.94691,0.754297,0.99767
4,5600,2.997642,0.058547,6.555103,47,5600,2.996636,0.01237,5.917628,47,5553,2.991128,0.308073,0.387835,0.290547,0.577839
8,9012,3.00962,0.704063,15.693323,264,8748,3.002094,0.185536,4.361229,0,8748,3.001144,2.044358,0.626696,0.455943,0.911598
18,13428,2.999776,8.742415,211.613636,3920,13230,3.011928,1.213031,241.465895,3722,9508,3.001104,2.907337,0.931669,0.691802,0.991943
20,15380,2.994955,50.376866,226.872391,5806,14040,2.996174,1.40875,225.996064,4466,9574,2.997949,2.903629,0.991429,0.730097,0.997455
13,3560,3.000828,0,2.516972,10,3580,2.992982,0,21.055804,30,3550,3.002464,0.013284,0.246973,0.185885,0.370102
19,13604,2.996295,10.145216,198.142463,4048,14231,3.002573,1.857543,234.95084,4675,9556,3.004248,2.935935,0.931186,0.741079,0.997736
1,706,2.999575,0,74.781888,60,649,3.022912,0,0.024398,3,646,2.990643,0,0.04902,0.034023,0.067162
19,13927,2.995104,14.960239,184.359935,4407,13414,2.996963,1.917665,228.045945,3894,9520,3.001253,2.922054,0.937399,0.696567,0.993113
9,5568,3.003804,0.089588,5.556845,30,5736,2.991784,0.015995,22.46168,198,5538,2.991276,0.272216,0.386827,0.296615,0.575658
